TEXT,POLARITY
.@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate.… ,1
"Donald Trump's ""cavalier attitude about nuclear weapons is so deeply troubling.” #DebateNight",-1
"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton.",1
.@realDonaldTrump: Barack Obama is your president too. #debatenight,-1
A man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes. #DebateNight,-1
Hillary Clinton failed all over the world. ❌LIBYA❌SYRIA❌IRAN❌IRAQ❌ASIA PIVOT❌RUSSIAN RESET❌BENGHAZI… ,1
This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of th… ,-1
Donald Trump says he has better temperament than Hillary Clinton. Fact check: He is Donald Trump. #debate,-1
100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 ,1
Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA ,1
.@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight,1
"Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… ",1
"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” ",-1
This is... still not true! #debate ,-1
What is the deal with Donald Trump and Russia?,-1
Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence. ,-1
Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. ,1
"When Donald Trump goes low, we go high. #DebateNight ",-1
"When a man is sued for discriminating against black tenants and; pushes birtherism, he's giving you an idea of what kind of president he'd be.",-1
This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debate… ,-1
"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory? ""I say nothing."" #debatenight",-1
"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight",-1
President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. #debatenight,-1
Still a complete lie. #DebateNight ,0
Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight,-1
"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight",-1
We’ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight,-1
How Hillary Clinton Took Charge In The First Presidential Debate ,-1
I will stand with police and protect ALL Americans! #Debates2016 #MAGA,1
We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. #debatenight,-1
"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… ",1
"""Maybe he didn't do a good job."" —Donald Trump. Looks like you “loved” it at the time. #DebateNight… ",-1
WATCH: @realDonaldTrump on the stakes in this election #Debates2016 ,0
"""It's about time this country had somebody running it who has an idea about money."" —Trump #debatenight",1
"Paying zero in taxes doesn’t make you ""smart."" It makes you a tax evader. ",-1
No wonder Donald Trump is hiding his tax returns. #debatenight ,-1
"This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016",-1
"No legit reason @realDonaldTrump can't release returns while being audited, but if scared, release earlier returns no longer under audit.",-1
HILLARY'S BAD TAX HABIT! ,-1
A Clinton economy = more taxes and more spending! #DebateNight,1
.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,1
"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… ",1
"In the spirit of friendship, here's Donald Trump's ISIS plan for your consideration. #debate",-1
Donald Trump may live in his own reality—but we've got his own words right here. Check them out: ,-1
.@HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. #TPP #Debates2016,1
"We can step up and confront climate change, save our planet, and invest in clean energy. Or, we can do nothing.…",-1
"""I never said that."" —Donald Trump, who said that. #debatenight",-1
"""That's called business."" —Donald Trump on the housing crash. For millions of Americans it was called ""losing their home."" #DebateNight",-1
.@HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,1
"Economists project that Trump’s plans would add more than $5,000,000,000,000 to the national debt. That's ""trillion"" with a ""T.""",-1
"Donald Trump seems to think $15 million is a ""small loan."" #debate",-1
"Every time Trump makes a show of railing against outsourcing, remember the countries he shipped jobs and profits to:",-1
A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016,1
"Having a small business owner for a dad may not get you multi-million-dollar bailouts, but it does teach you the va… ",-1
How many Trump products were made overseas? Here’s the complete list.,-1
There's only one candidate on stage who will support working families. #DebateNight,-1
"We have to build an economy that works for everyone, not just those at the top. #DebateNight ",-1
Watch live: Hillary takes the stage for the first presidential debate #DebateNight,-1
Let's do this. #DebateNight,0
Why isn't Hillary Clinton 50 points ahead? #DebateNight ,-1
"If you're with Hillary, now's the time to show it. Chip in before tonight's debate to have her back: ",-1
"No matter what Donald says at tonight's debate, we already know the real Trump. Follow @TheBriefing2016 for the fa…",-1
Hillary’s set to take the debate stage at 9pm ET. Here's where you can watch:  #DebateNight ,-1
Join @realDonaldTrump on his official social media platforms during tonight's debate ~ as @TeamTrump manages rapid… ,1
“You didn’t blame Little John or Meat Loaf. You fired Gary Busey. These are the kinds of decisions that would keep… ,-1
My team of deplorables will be managing my Twitter account for this evenings debate. Tune in! #DebateNight #TrumpPence16,0
Study: Donald Trump would raise taxes on millions of middle-class families ,-1
Here are 35 questions Trump still needs to answer. #DebateNight,-1
Watch this before you watch tonight's debate. #DebateNight ,0
Trump told 31 outright lies just last week. Keep him honest at tonight's debate: Follow @TheBriefing2016 to get th… ,-1
"""Our presidents are role models for generations of our children. Is this the example we want for them?"" —@NYTimes… ",-1
Hillary Clinton has a $10 billion plan to stop the heroin epidemic. Donald Trump has some slogans. ,-1
These headlines on Trump's lies are from just one week of his campaign. Imagine four years of his presidency. ,-1
Everything you need to know before watching tonight's debate:  ,0
"Tonight, Hillary will debate Trump for the first time. Follow @TheBriefing2016 to make sure he's held accountable to the facts. #DebateNight",-1
"#Polls showing @realDonaldTrump surging, @hillaryclinton #slipping, have HER camp on defense/lowering expectations, going into #Debates2016",1
A reminder heading into tonight's debate. #DebateNight ,0
"""Donald Trump is a man who dwells in bigotry, bluster and false promises."" —@NYTimes #DebateNight",-1
"This job takes maturity, compassion, and wisdom. Only one candidate has what it takes. #DebateNight ",-1
Our daughters deserve better. ,-1
Not a single living president has endorsed Donald Trump. ,-1
Trump can't win tonight's debate by lying to the American people. ,-1
RT this if you've got Hillary's back tonight. #Debates2016 ,-1
New national Bloomberg poll just released - thank you! Join the MOVEMENT: . #TrumpTrain… ,1
"When we come together, there's no problem we can't solve and no divide we can't heal. ",-1
"Really sad news: The great Arnold Palmer, the ""King,"" has died. There was no-one like him - a true champion! He will be truly missed.",0
"Today, the sacrifices of Gold Star families weigh heavier on my mind. Thank you. I will fight to get you the care and; benefits you deserve. -H",-1
Five people killed in Washington State by a Middle Eastern immigrant. Many people died this weekend in Ohio from drug overdoses. N.C. riots!,0
"59 years ago, 9 brave students integrated Central High School, changing the course of history. Let's recommit to fi… ",0
Let's send Donald Trump—and the world—a clear message. #LoveTrumpsHate,-1
Imagine Donald Trump sitting in the Situation Room making life or death decisions on behalf of the United States.,-1
The NYT Editorial Board says Donald Trump should not be president. Here's why. via @nytopinion,-1
Take it from those who have been there - Trump is not ready for the responsibility of being president: ,-1
"""[Hillary] is one of the most qualified people ever to run for the office, and she easily earns our endorsement.”… ",-1
Our veterans and their families deserve a president who doesn't disrespect and disparage their sacrifices. ,-1
Readout of my meeting with Israeli Prime Minister Benjamin Netanyahu:,0
7 ways Hillary's policies would help you in your daily life: ,-1
This war hero's Gold Star parents want you to know why they're backing .@HillaryClinton for president… ,-1
"Once again, Trump's own words are the best evidence he's not fit to be president. ",-1
Gold Star families have made sacrifices most of us can't even fathom. They deserve our respect and our thanks. ,0
Not one living president has said they believe Donald Trump has what it takes to be Commander-in-Chief. ,-1
Meet three women who inspired Hillary to become the person she is today:  ,-1
Looking forward to my meeting with Benjamin Netanyahu in Trump Tower at 10:00 A.M.,0
"""Our endorsement is rooted in respect for her intellect, experience, toughness and courage."" —@NYTimes on Hillary… ",-1
Bernie Sanders gave Hillary the Dem nomination when he gave up on the e-mails. That issue has only gotten bigger!,1
"Many on the team and staff of Bernie Sanders have been treated badly by the Hillary Clinton campaign - and they like Trump on trade, a lot!",1
"The new @NMAAHC is an overdue tribute to African American history. Let's build a more open, inclusive future by reflecting on our past. -H",-1
"Thank you Roanoke, Virginia - this a MOVEMENT - join us today! Sign up: #AmericaFirst… ",0
"""Our choice, Hillary Clinton, has a record of service and a raft of pragmatic ideas."" —@NYTimes endorsing Hillary… ",-1
"""I thought, this woman—I want to ride with her."" —Roxie, a Republican and small business owner, on meeting Hillary ",-1
Hillary's been fighting for women and girls her entire career—and she's just getting started. ,-1
"""A lifetime’s commitment to solving problems in the real world qualifies Hillary Clinton for this job."" —@NYTimes ",-1
We know all too well who Donald Trump is. Let's make sure he never becomes president:  ,-1
RT if you believe that #LoveTrumpsHate. Then make sure you're registered to vote:  ,-1
"If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!",0
The NYT Editorial Board endorses Hillary Clinton for president  via @nytopinion ,-1
Donald Trump doesn't see people like Anastasia—he only sees disability. ,-1
Will be back in Virginia tonight- for a 6pm rally at the Berglund Center in Roanoke. Join me! Tickets:… ,0
"""@KellyannePolls: Trump is headed for a win, says professor who has predicted 30 years of presidential outcomes """,1
The @SenTedCruz endorsement was a wonderful surprise. I greatly appreciate his support! We will have a tremendous victory on November 8th.,1
Today is the day! Knock on doors and make calls with us on National Day of Action! #TrumpTrain #MAGA… ,1
"Crooked Hillary's bad judgement forced her to announce that she would go to Charlotte on Saturday to grandstand. Dem pols said no way, dumb!",1
"""Hillary Clinton is one of the best prepared candidates to seek the presidency."" —@LATimes ",-1
Tell a girl to run - for office! #DeclareYourAmbition at  ,0
"If the young women of this country have Donald Trump as their president, what will they think of themselves? ",-1
Republicans are once again turning their backs on the people of Flint who have waited far too long for help. It's w… ,-1
"""I was just blown away by this 9-year-old girl."" —Hillary on meeting disability rights advocate @AnastasiaSomoza ",-1
"I wouldn't tolerate anyone talking to my daughter like that, and she wouldn't either. ",-1
"""Donald Trump committed perjury. Or he looked into the faces of the Republican faithful and knowingly lied."" ",-1
"The Enquirer editorial board is endorsing Hillary Clinton for president, breaking a nearly century-long tradition of endorsing Republicans.",-1
"""Hillary Clinton would make a sober, smart and pragmatic president. Donald Trump would be a catastrophe."" —@LATimes ",-1
"Join me in Roanoke, Virginia tomorrow at the Berglund Center- Coliseum ~ 6pm! Tickets available at:… ",0
I’ve released 9 years of tax returns. RT if you agree it’s time for Donald Trump to release his! ,-1
Addiction is a disease—not a moral failing. We should support those who are struggling with it. #OpioidAwarenessWeek ,0
Charlotte should release police video of the Keith Lamont Scott shooting without delay. We must ensure justice and; work to bridge divides. -H,0
How Trump Would Stimulate the U.S. Economy',0
"Hillary Clinton just lost every Republican she ever had, including Never Trump, all farmers and; sm. biz, by saying she’ll tax estates at 65%.",1
"""She gives us hope for the future. She's our girl.""  —Roxie, co-owner of @MercersDairy, on Hillary ",-1
Tomorrow's the day! Knock on doors and make calls with us on National Day of Action! #TrumpTrain #MAGA… ,0
EXCLUSIVE: How Donald Trump's 30 million followers are crashing the Internet  ,1
Every Voice is proud to endorse @HillaryClinton for president.  ,-1
"When Donald Trump speaks about women, our daughters can hear him. ",-1
"Editorial board: Clinton would be a smart, pragmatic president. Trump would be a catastrophe.… ",-1
Is this the president we want for our daughters? ,-1
"""He's 70 years old, and he's still a bully."" —Karen on @realDonaldTrump ",-1
Our favorite moments from Hillary's appearance on Between Two Ferns →  ,0
Spoke with Governor @PatMcCroryNC of North Carolina today. He is doing a tremendous job under tough circumstances.,0
"""Vote."" —@Lin_Manuel  ",0
This is more than a campaign- it is a movement. #MakeAmericaGreatAgain. SIGN UP TODAY and; WE WILL WIN! ,1
"""I really regret doing this."" —Hillary on Between Two Ferns ",1
Let's make sure nobody who works full-time in America has to live in poverty.  ,-1
Donald Trump's ties to Russia may conflict with America's interests—but they're great for his bottom line. ,-1
Very concerned about the outage in Puerto Rico and the millions of families who don't have power. Hoping it's resto… ,0
The man who could be your next president may be deeply indebted to another country. Do you trust him to run ours? ,-1
Most people who are bullies grow out of it. Donald Trump hasn't. ,-1
"""Donald Trump doesn't see people like me, he only sees disability. I honestly feel bad for someone with so much hat… ",-1
"""I think this is the most important election in my lifetime."" @ChelseaClinton takes the 🎤 in this week's podcast: ",-1
Donald Trump is really good at spending other people's money—on: Legal settlements. Payoffs. Portraits of himself. ,-1
Holding back tears right now. For those of us that didn't grow up with #ADA this is amazing. #imwithher #CripTheVote,0
"Join me in Roanoke, Virginia on Saturday evening at 6pm! #MAGA",0
@HillaryClinton sits down Between Two Ferns with Zach Galifianakis for her most memorable interview yet. ,-1
Will be on @foxandfriends now.,0
Trump should have to answer exactly why he refuses to believe that @POTUS is American. ,-1
Trump mocks people with disabilities. Hillary Clinton wants to expand their job opportunities ,-1
"No child should ever have to grow up in poverty, yet far too many do. We have to do better. Here's how: ",-1
"I will be interviewed from Cleveland, Ohio, on @seanhannity - Tonight at 10:00 P.M. Enjoy!",0
"""@ThAllenSBoucher: @DiamondandSilk @realDonaldTrump @seanhannity I love those beautiful gals."" D + S = Two amazing women!",0
.@YoungDems4Trump  Thank you!,0
"""You would think there is almost, like, something wrong."" —Donald Trump on Mitt Romney failing to release his tax r… ",1
Going to bat for kids who are too often counted out has always been a priority for Hillary. ,-1
".@TimKaine is more than just a great running mate—he's a great guy to have as a friend, too. ",0
"Great new polls! Thank you Nevada, North Carolina &amp; Ohio. Join the MOVEMENT today and; lets #MAGA!… ",1
We need a president who sees the best in all of us. ,0
"Happy anniversary! 4 years ago today, Romney released his 2011 tax returns (which Trump urged him to do). Where are… ",-1
"Thank you Toledo, Ohio! It is so important for you to get out and VOTE on November 8, 2016! Lets MAKE AMERICA SAFE… ",1
"A disability shouldn't define your future. At @ChildDefender, Hillary helped give kids the chance to succeed. ",-1
We believe that everyone has value. We believe that everyone's created equal. We believe that love trumps hate.,-1
We'll make our economy and country more welcoming to people with disabilities. We all win when everyone gets to share in America's promise.,-1
"The ultimate test of our society is how we treat our fellow human beings, especially those who we have previously left behind.",-1
Americans with disabilities deserve the chance to work alongside those without disabilities—to do the same jobs for the same pay and; benefits.,-1
"We’ve got to build an economy that welcomes people with disabilities, values their work, rewards them fairly, and treats them with respect.",-1
Over 60% of adults with disabilities aren’t in the workplace. We have to fix that. ,-1
The ADA and the notion that workplaces and public spaces belong to everyone was one that Democrats and Republicans could both get behind.,0
None of us gets through life alone. We all have to look out for each other and lift each other up.,0
One of Hillary's first jobs out of law school was to find out why kids with disabilities weren't in school. ,-1
"Not that long ago, if you had a disability, it defined your entire life. Basic, essential things that others could do, you couldn’t.",0
It's still legal to pay disabled workers less than the minimum wage and Clinton announces her plan to end that:,-1
"Building an inclusive economy is another reason we’ve got to break down systemic racism, including under-investment in communities of color.",-1
"When we leave people out or write them off, we not only shortchange them and their dreams, we shortchange our country and our future.",-1
"In America, every person, no matter what you look like or who you are, should have the chance to go as far as your dreams will take you.",-1
"We need to come together to turn the tide, stop violence, build trust, and give all our kids the chance to grow up safe and healthy.",-1
We've also seen the targeting of police officers—but so many serve every day with courage and honor and are committed to reform.,-1
"We have two names to add to a long list of African Americans killed by police officers. It’s unbearable, and it needs to become intolerable.",-1
Live from Orlando: Watch Hillary share her plan for building an inclusive economy that helps everyone get ahead,-1
"WATCH: @IvankaTrump on ""women who work;"" empowering campaign celebrates modern women.  ",1
Every student should be able to graduate from college without taking on any debt.  ,0
Keith Lamont Scott. Terence Crutcher. Too many others. This has got to end. -H,0
"Hopefully the violence and; unrest in Charlotte will come to an immediate end. To those injured, get well soon. We need unity and; leadership.",0
The situations in Tulsa and Charlotte are tragic. We must come together to make America safe again.,1
"It is a MOVEMENT - not a campaign. Leaving the past behind, changing our future. Together, we will MAKE AMERICA SAF… ",1
Have student debt? Planning for college? See how much money Hillary's plan would save you:,-1
FACT: Donald Trump used his charitable foundation to purchase *multiple* six-foot-tall paintings of himself. ,-1
"A real headline about the Republican nominee: ""Trump used $258,000 from his charity to settle legal problems."" ",-1
"Four months from today, our next president will walk into the Oval Office. Help make sure it's not Donald Trump: ",-1
"On this day in 1973, tennis champion Billie Jean King defeated Bobby Riggs in the “Battle of the Sexes.” ",0
"Thank you Kenansville, North Carolina! Remember- on November 8th, that special interest gravy train is coming to a… ",0
"""You can leave this ad muted—there's nothing to hear."" —@NyleDiMarco",0
"Help get out the vote for Hillary (plus, get a free sticker when you sign up!): ",-1
"Thank you High Point, NC! I will fight for every neglected part of this nation and; I will fight to bring us together… ",1
Trump’s calls to torture and mistreat prisoners go against the very values we are fighting to defend. We’re better than this.,-1
Donald hasn't given his own money to the Trump Foundation since 2008—but it's still paying his bills. ,-1
It's time to tell @WellsFargo that Wall Street works for Main Street—not the other way around. ,0
NEW: @realdonaldtrump used more $250K+ from his charity to pay off legal settlements of his for-profit businesses.   ,-1
Another unarmed Black man was shot in a police incident. This should be intolerable. We have so much work to do. #TerenceCrutcher -H,0
Donald Trump is using his foundation—funded by other people's money—to settle lawsuits. ,-1
"Trump cannot be trusted with his own charity, but we are supposed to believe he can manage the nation’s treasury? ",-1
"""Our identities do not have to be defined by putting someone else down but can be enhanced by lifting someone else up"" —@POTUS at #UNGA",-1
"Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!",-1
Heading to North Carolina for two big rallies. Will be there soon. We will bring jobs back where they belong!,1
Do people notice Hillary is copying my airplane rallies - she puts the plane behind her like I have been doing from the beginning.,1
"""The voice of your vote is the greatest voice we have."" —@NyleDiMarco",0
Thank you Nevada! #AmericaFirst #MakeAmericaGreatAgain ,1
Thank you Georgia! #AmericaFirst #MakeAmericaGreatAgain,1
"Crooked Hillary has been fighting ISIS, or whatever she has been doing, for years. Now she has new ideas. It is time for change.",1
"""No one has the right to immigrate to this country."" —Donald Trump during his rally in Florida today. We disagree. ",-1
Catch @FallonTonight at 11:35pm ET to see letters from some of Hillary's biggest fans. ,-1
"""You want to give me a good send-off? Go vote.” —Barack Obama:  ",0
Amazing rally in Florida - this is a MOVEMENT! Join us today at . ,1
"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst ",1
"I will be interviewed on the @oreillyfactor - tonight from Florida, now. Enjoy!",0
Nobody in America should have to forgo a higher education because they can't afford it. ,0
Barack Obama said progress is on the ballot this November. This economic data shows he’s right. ,0
America has never made progress by thinking one person alone can fix our problems. ,-1
"""Everyone who wants to go to college should be able to without drowning in debt."" —Hillary ",-1
Be a voter. Check your registration and help your friends do the same →  ,0
Philly FOP Chief On Presidential Endorsement: Clinton ‘Blew The Police Off' ,1
"When @HillaryClinton says she’s going to make public colleges and universities tuition-free, you know what? That's a very big deal.",-1
"Let’s make clear that love trumps hate—not just this November, but always. ",-1
Find out how much Hillary's college plan will save you:  ,-1
"""The lesson she passed on to me was simple but powerful: No one gets through life alone."" —Hillary on her mom ",-1
"When we work together, we will trump hate. ",-1
Go to and register to vote today. Register your friends. Register everyone you know.,0
"Hillary Clinton's weakness while she was Secretary of State, has emboldened terrorists all over the world..cont: ",1
We have to stand up to this hate. We have to send a clear message: America is better than this. America is better than Donald Trump.,-1
"We're facing a candidate with a history of discrimination in his businesses, who retweets white supremacists, and led the birther movement.",-1
"In a democracy, if you want to help the greatest number of people, you have to push for reform from both the outside-in and the inside-out.",0
"Simply caring is not enough. To drive real progress, you have to change both hearts and laws. ",0
No one gets through life alone. We have to look out for each other and lift each other up. ,0
"""No one will work harder to make your life better. I’ll never stop, no matter how tough it gets."" —Hillary ",-1
"When Americans get knocked down, we get right back up again. We refuse to quit—no matter what.  That’s the spirit we need in this election.",-1
Once again someone we were told is ok turns out to be a terrorist who wants to destroy our country and; its people- how did he get thru system?,-1
We have a Republican nominee for president who incites hatred and violence like we’ve never seen before.,-1
College should be tuition-free for working families and debt-free for everyone: ,0
"If you work hard, you should be able to find a good job that pays well and lets you do what you love and make your mark on the world.",0
"We can build a cleaner, more resilient electrical grid with enough renewable energy to power every home in the country.",-1
It’s wrong to tear each other down. It’s wrong to let income inequality get worse. It’s wrong to put a loose cannon in charge.,-1
This election isn’t a reality TV show. It shouldn’t be about birth certificates or name-calling or stunts to get on cable news.,0
"Great job once again by law enforcement! We are proud of them and should embrace them - without them, we don't have a country!",0
"You want something to vote for, not just against: Optimism, not resentment. Answers, not anger. Ideas, not insults. Bridges, not walls.",-1
"“Your generation is the most inclusive, progressive, and entrepreneurial we’ve ever seen.” —Hillary to students at @TempleUniv",-1
50 days to go. Don't miss Hillary live from @TempleUniv: ,-1
“I’m Hillary Clinton and I’ve always approved this message.” ,0
"“This threat is real, but so is our resolve. Americans will not cower. We will prevail.” —Hillary ",-1
"Not only is @realDonaldTrump wrong on birtherism, his words and policies are bad for Americans alive now and our children yet to be born.",-1
Our next president needs to have the right temperament to meet the challenges we face. ,0
"“What I’ve laid out is a path forward that will keep us safer...and go after the terrorists to finally destroy them"" ",-1
“I’m the only candidate in this race who’s been part of the hard decisions to take terrorists off the battlefield. —Hillary,-1
"""Let us be vigilant, but not afraid…we choose resolve, not fear. We will not turn on each other or undermine each other.” —Hillary",-1
"""Like all Americans, my thoughts are with those who were wounded, their families, &amp; our first responders” —Hillary on this weekend’s attacks",0
"Want to do a small part to help defeat Trump in November? RT this link and get everyone registered, and confirmed. ",-1
@HillaryClinton wrote for us about what millennials have taught her during this election:  ,-1
"""@TarukMatuk: @CNN @FoxNews @realDonaldTrump @RogerRice10 Refugees from Syria over 10k plus more coming. Lots young males, poorly vetted.",0
"""@AngPiazza: @foxandfriends  @realDonaldTrump he's the ONLY candidate that will keep us safe!""",1
Will be on @foxandfriends at 7:02 A.M.  Enjoy.,0
"""We have got to do everything we can to make sure that Hillary Clinton is elected president."" —@BernieSanders ",-1
"Terrible attacks in NY, NJ and MN this weekend. Thinking of victims, their families and all Americans! We need to be strong!",0
"Under the leadership of Obama and; Clinton, Americans have experienced more attacks at home than victories abroad. Time to change the playbook!",1
"Grateful for our brave men and women serving in the @USAirForce and their families. Happy birthday, USAF! ",0
"Congratulations on your Emmy, Kate! Big fan of yours, too. ",0
"""Progress is on the ballot. Tolerance is on the ballot. Democracy is on the ballot. Justice is on the ballot."" ",0
"Next week, Hillary will walk on stage for the first presidential debate. Chip in now for the chance to be there: ",-1
We've got 51 days left to win this thing. Make sure you're ready:  ,-1
FACT: The @ClintonFdn spends 87% on its life changing work:  ,-1
It wasn't so long ago that women faced and took down barriers that can seem ridiculous now.  ,0
"""I strongly condemn the apparent terrorist attacks in Minnesota, New Jersey, and New York."" ",0
HAPPY BIRTHDAY - to the United States Air Force!! ,0
more media #polls showing @realDonaldTrump ahead in states Pres Obama won twice. ,1
"Joel Sollender, WWII veteran and POW, on what it means when he hears Trump insult our vets. ",-1
"So, what do the candidates’ foundations do again? ",0
"When we stand together - as white, black and hispanic, gay and straight, women and men - we trump hate. ",-1
"""Read up on your history. It matters. We've got to get people to vote."" —@POTUS:  ",0
So what exactly is Donald Trump hiding from voters? Pretty much everything. ,-1
“We have to face the world as it is but commit ourselves to turning it into what it should be.” —Hillary ,-1
"In a normal election, these 126 things would disqualify Trump from becoming president: ",-1
"I would like to express my warmest regards, best wishes and condolences to all of the families and victims of the horrible bombing in NYC.",0
"If you want to go to college or are saddled with student debt, you'll want to read what @TimKaine has to say: ",0
"As @FLOTUS said, this election is about what kind of country we want to be and what we want to leave behind for future generations.",0
"We need ideas, not insults. Plans, not paranoia. We can’t let @POTUS's legacy fall into the hands of someone who doesn’t understand that.",-1
"""I’m going to close my campaign the way I began my career…focused on opportunities for children and fairness for families."" —Hillary",-1
Tune in now to watch Hillary speak to the @OfficialCBC: ,0
Presidential. ,0
"This year, Janelle beat breast cancer with the support of her family, friends, and a presidential candidate. ",-1
"Never met but never liked dopey Robert Gates. Look at the mess the U.S. is in. Always speaks badly of his many bosses, including Obama.",0
So how exactly did Donald Trump build his own bank account? On the backs of American taxpayers: ,-1
"Heading to Colorado for a big rally. Massive crowd, great people! Will be there soon - the polls are looking good.",1
"My lawyers want to sue the failing @nytimes so badly for irresponsible intent. I said no (for now), but they are watching. Really disgusting",1
"""I want you to know that I see you, and I’m with you."" —Hillary to the Latino community at @CHCI ",-1
"The failing @nytimes has gone nuts that Crooked Hillary is doing so badly. They are willing to say anything, has become a laughingstock rag!",1
Trump went to Flint to draw attention to the city's lead poisoning crisis—but he just made a spectacle of himself. ,-1
Let's be clear: Nothing—including an audit—is preventing Trump from releasing his tax returns. https://t.co/mpGiRIaPgD,-1
Any of these examples proves that Donald Trump is unfit to be president. https://t.co/3mQgqZ7b8V,-1
"""We’re siding with students and with every American seeking an affordable college degree."" —@TimKaine https://t.co/qa9qO4AFxW",0
"Crazy Maureen Dowd, the wacky columnist for the failing @nytimes, pretends she knows me well--wrong!",0
"Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!",0
"When your friends say they won't vote, ask how much student debt they have. There's only one candidate who will make college affordable.",0
"Hillary's been her childhood pen pal, her graduation cheering section, and her friend. Meet Aleatha: https://t.co/f4YzTBmIdl",1
Take it from @FLOTUS: This election is too important to sit out. Register to vote: https://t.co/tTgeqy51PU https://t.co/NblU3Tth7T,0
"9 times Donald Trump accused Hillary of doing the terrible things he, himself, actually did: https://t.co/DXlybx7oA5",-1
".@CNN just doesn't get it, and that's why their ratings are so low - and getting worse. Boring anti-Trump panelists, mostly losers in life!",0
It’s time for Donald Trump to be held to the same standard of disclosure as any other major party nominee. https://t.co/UP93LCzURv,-1
I never met former Defense Secretary Robert Gates. He knows nothing about me. But look at the results under his guidance - a total disaster!,0
Crooked Hillary wants to take your 2nd Amendment rights away. Will guns be taken from her heavily armed Secret Service detail? Maybe not!,-1
My thoughts and prayers go out to the @PhillyPolice &amp; @Penn police officers- in Philadelphia. https://t.co/eyC3W1mweY,0
"""Donald Trump’s birther event is the greatest trick he’s ever pulled""",-1
A very interesting take from @KatiePavlich: https://t.co/XaM9yEYCHL,0
Just arrived in Texas - have been informed two @fortworthpd officers have been shot. My thoughts and prayers are with them.,0
"Just leaving Miami for Houston, Oklahoma and Colorado. Miami crowd was fantastic!",0
It's great to be back on the campaign trail. https://t.co/vm1KX2uOXt,0
The brave men and women who have served our country deserve better than Donald Trump. https://t.co/SmLmTrVhOr,-1
126 things Donald Trump has said and done that should disqualify his candidacy: https://t.co/h4qUNNnTOf,-1
"Trump's habit of projecting his actions onto someone else is what 6-year-olds call ""I know you are, but what am I?"" https://t.co/FIhZYLmy1l",-1
Donald Trump has spent years peddling lies about President Obama. And that didn't stop today. ,-1
Great parade in The Villages- I love you all. We will #MAGA. Thank you for the incredible support-I will not forget! https://t.co/5qTDijU3hn,1
Donald Trump spent five years lying about @POTUS's citizenship. He can’t just take that back. https://t.co/HeafYwy0Fp,-1
"""We deserve a president…who believes that each of us is part of the American story, and we’re always stronger together.” —@FLOTUS",-1
"“On November 8, you will decide whether we have a president who believes in science and will fight climate change—or not.” —@FLOTUS",-1
“The choice that you make on November 8 will determine whether you can afford college tuition.” —@FLOTUS: https://t.co/tTgeqxNqYm,-1
“You’ve got to get yourself and everyone you know registered to vote today.” —@FLOTUS: https://t.co/tTgeqxNqYm,0
"""Your decision will determine who sits in the Oval Office after Barack Obama.” —@FLOTUS",0
"""Elections aren't just about who votes, but who doesn't vote."" —@FLOTUS: https://t.co/tTgeqxNqYm",0
“We have an opportunity to elect one of the most qualified people who has ever endeavored to become president.” —@FLOTUS on Hillary,-1
